hcp_id,hcp_name,hcp_address,hcp_specialty,total_patients,diagnosed_patients,treated_patients,male_patients,female_patients,unknown_patients,new_patients,claims_count,male_claims,female_claims,unknown_claims,nrx,trx,cash,commercial,Aetna,Blue Cross,Cigna,UnitedHealthcare,Medicare,Medicaid,BrandA,BrandB,BrandC,planned_calls,calls_made,patient_count_2024-01,patient_count_2024-02,patient_count_2024-03,patient_count_2024-04,patient_count_2024-05,patient_count_2024-06,patient_count_2024-07,patient_count_2024-08,patient_count_2024-09,patient_count_2024-10,patient_count_2024-11,patient_count_2024-12,claim_count_2024-01,claim_count_2024-02,claim_count_2024-03,claim_count_2024-04,claim_count_2024-05,claim_count_2024-06,claim_count_2024-07,claim_count_2024-08,claim_count_2024-09,claim_count_2024-10,claim_count_2024-11,claim_count_2024-12,notes,call_date
HCP0135,Dennis Richards,"55542 Webb Villages, Lisaburgh, MD 76116, Floydhaven, Ohio 41104",Psychiatry,322,225,205,46,32,244,73,258,89,154,15,12,25,59,1074,242,225,12,188,180,227,200,251,150,12,9,17,26,15,6,6,13,14,16,0,24,21,25,1,13,3,3,12,9,15,18,8,13,3,19,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND A was 700.0 percent (200 scripts) in the past 1 year.",2025-05-03
HCP0136,Tammy Hawkins,"6315 Williams Hill, Petertown, MN 28468, Youngville, Rhode Island 49816",Oncology,986,674,477,715,25,246,370,584,40,14,530,346,424,313,1950,401,12,295,691,291,260,112,180,382,19,18,25,39,8,82,50,31,47,54,39,19,20,27,42,35,18,4,31,37,29,27,15,13,29,38,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND A was -73.6 percent (112 scripts) in the past 1 year.",2025-11-03
HCP0137,Derek Marshall,"288 Nelson Coves Apt. 937, South Josephview, FL 93329, Tuckerstad, North Dakota 86929",Urology,492,56,50,446,26,20,11,177,148,12,17,66,101,169,1638,483,50,389,286,351,79,30,155,26,15,1,2,0,28,7,41,39,36,33,22,18,9,40,14,9,14,0,13,2,7,14,3,8,5,8,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND A was -70.3 percent (30 scripts) in the past 1 year.",2025-09-02
HCP0138,Bryan Martinez,"7839 Alison Summit Apt. 657, Lake Christopher, HI 22540, Port Travis, Maryland 51623",Dermatology,302,281,219,82,89,131,90,191,40,82,69,106,180,31,736,24,118,118,117,62,297,28,19,99,15,7,21,1,19,14,8,9,24,1,3,18,16,11,8,10,14,3,9,5,9,6,12,1,2,9,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND A was -84.4 percent (28 scripts) in the past 1 year.",2025-05-13
HCP0139,James Tyler,"9480 Guerra Underpass Suite 824, Lake Markport, RI 87800, Butlerland, Alabama 08498",Oncology,589,440,174,495,94,0,50,511,264,230,17,231,435,64,1873,72,407,203,273,568,350,141,337,236,12,2,25,47,18,27,23,21,9,41,17,32,37,19,2,13,33,34,22,29,11,8,32,31,33,9,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND A was -67.6 percent (141 scripts) in the past 1 year.",2025-12-05
HCP0140,Rebecca Howard,"44638 Tucker Hill, Brandonville, FM 73368, Davisland, South Dakota 21736",Neurology,407,177,56,266,59,82,98,326,105,80,141,226,285,37,1244,232,152,97,293,283,187,176,161,255,20,4,26,33,7,31,11,8,30,30,17,26,28,13,21,21,0,6,2,9,11,18,26,5,18,10,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND A was -38.2 percent (176 scripts) in the past 1 year.",2025-09-27
HCP0141,Kristina Martin,"PSC 4902, Box 8240, APO AA 21896, South Jerry, Mississippi 22724",Psychiatry,235,218,68,161,72,2,82,84,53,24,7,59,78,80,569,98,73,116,70,40,172,72,59,4,16,3,4,9,4,15,2,12,12,4,7,14,8,19,2,3,2,6,6,3,6,5,7,1,7,2,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND A was -7.7 percent (72 scripts) in the past 1 year.",2025-04-17
HCP0142,Robin Hogan,"7228 Lester Avenue, West William, WY 31742, Ericshire, South Dakota 73211",Dermatology,233,214,135,26,72,135,31,103,78,12,13,25,67,82,729,166,145,205,92,93,28,17,50,54,6,5,6,11,17,18,6,14,6,9,16,0,18,6,6,2,6,8,1,7,2,5,0,5,0,8,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND A was -74.6 percent (17 scripts) in the past 1 year.",2025-04-12
HCP0143,Ryan Charles,"32995 Long Crossroad Apt. 242, Molinaland, UT 36585, Matthewport, Indiana 19287",Neurology,334,281,254,31,250,53,140,286,262,3,21,109,188,82,1382,223,145,266,288,133,327,20,213,9,12,0,18,26,3,5,9,4,26,2,16,1,5,10,19,17,21,4,9,21,20,12,14,2,2,3,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND A was -89.4 percent (20 scripts) in the past 1 year.",2025-12-14
HCP0144,Brian Carter,"114 Byrd Islands, New Nicholasbury, PA 50732, Andrewsville, South Dakota 75943",Cardiology,297,202,143,77,120,100,83,86,19,63,4,83,86,147,535,63,224,27,10,33,178,32,21,33,5,1,1,21,15,11,0,22,16,12,19,7,0,2,3,6,0,3,7,1,3,2,7,6,2,2,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND A was -62.8 percent (32 scripts) in the past 1 year.",2025-01-22
HCP0145,Tammy Gould,"5122 Susan Vista Suite 510, New Ebony, MD 25751, Melanieshire, New Jersey 43218",Gastroenterology,944,519,458,50,382,512,126,788,778,1,9,508,690,85,3171,549,712,487,575,567,281,643,496,137,12,1,40,73,29,76,56,43,16,16,12,5,27,61,26,6,56,1,55,31,22,53,65,38,24,40,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND A was -6.8 percent (643 scripts) in the past 1 year.",2025-09-02
HCP0146,Veronica Rodriguez,"PSC 1004, Box 5071, APO AE 43898, Port Gregoryberg, Missouri 14974",Pediatrics,113,86,50,69,17,27,13,80,22,19,39,78,79,37,300,71,31,69,32,79,18,44,13,49,5,2,0,5,9,9,6,9,2,2,7,2,4,1,2,3,6,4,2,1,5,3,2,1,0,3,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND A was -44.3 percent (44 scripts) in the past 1 year.",2025-05-02
HCP0147,Andrew Martin,"6162 Estrada Place Apt. 237, North Theresaville, TX 71748, New Ricardo, Kentucky 85574",Neurology,112,87,56,77,30,5,55,87,1,45,41,47,56,47,459,106,56,56,49,96,96,6,63,20,18,1,0,8,8,0,0,9,5,3,6,6,7,4,5,2,0,7,6,1,1,4,5,2,6,5,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND A was -89.3 percent (6 scripts) in the past 1 year.",2025-09-29
HCP0148,Andrea Johnson,"15466 Monica Common Apt. 807, North Troy, MH 55309, Wheelerbury, Tennessee 42359",Radiology,827,74,47,364,341,122,121,270,16,21,233,15,137,179,2580,181,700,290,501,403,505,108,4,95,10,8,39,0,60,64,61,48,48,20,48,30,51,14,10,20,16,4,6,9,8,5,13,19,8,7,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND A was -21.2 percent (108 scripts) in the past 1 year.",2025-02-18
HCP0149,Catherine Booth,"6693 Craig Common Apt. 984, Gonzalesside, NH 13087, Careybury, Iowa 59501",Pediatrics,182,154,38,106,73,3,44,118,29,82,7,94,96,77,524,0,151,34,122,52,165,90,101,48,12,7,9,12,11,5,14,13,8,0,1,11,6,12,9,8,4,3,4,4,7,3,7,8,9,9,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND A was -6.2 percent (90 scripts) in the past 1 year.",2025-02-22
HCP0150,Amanda James,"341 Goodman Oval, Thomasshire, AR 44414, New Georgeville, Utah 59929",Endocrinology,457,304,255,395,32,30,152,409,64,84,261,141,222,210,891,99,348,53,56,161,174,369,87,402,10,3,25,15,7,3,14,31,8,21,13,15,11,11,27,15,12,3,12,30,8,9,3,28,16,33,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND A was 66.2 percent (369 scripts) in the past 1 year.",2025-11-22
HCP0151,Ashley Arellano,"641 Rodriguez Walks, East Emily, HI 48984, West Williamtown, Pennsylvania 30866",Cardiology,745,614,386,654,64,27,134,198,30,41,127,70,179,139,1722,481,334,220,244,160,283,21,20,124,17,1,48,14,41,18,49,52,52,24,26,10,58,11,14,10,3,2,3,16,8,11,1,0,16,8,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND A was -88.3 percent (21 scripts) in the past 1 year.",2025-03-03
HCP0152,Kyle Carter,"405 Harris Cove Apt. 054, Heatherhaven, NC 56698, Pamelamouth, Maine 14504",Cardiology,610,78,48,366,157,87,94,559,266,37,256,30,178,133,2156,425,144,308,574,346,359,201,93,531,5,3,42,9,22,13,30,38,50,41,11,0,48,42,37,26,10,3,44,3,13,29,44,28,38,39,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND A was 12.9 percent (201 scripts) in the past 1 year.",2025-06-19
HCP0153,Sharon Clark,"7126 Coleman Mill, Jonathanfort, IA 67326, New Brianna, Maine 47466",Oncology,718,448,168,693,7,18,359,494,374,92,28,342,475,7,2434,705,179,463,519,125,443,377,287,163,16,9,33,40,56,31,48,59,55,52,2,36,50,37,6,13,27,5,23,17,41,27,3,0,5,36,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND A was -20.6 percent (377 scripts) in the past 1 year.",2025-02-08
HCP0154,Jessica Spears,"8491 Bradshaw Tunnel Apt. 553, Ericmouth, AZ 36916, New Kristen, North Carolina 07550",Neurology,512,111,65,61,145,306,195,361,230,128,3,40,292,223,2064,348,378,490,455,140,253,334,360,8,19,19,12,6,17,11,3,1,5,33,9,24,24,28,25,9,16,25,27,2,17,15,10,7,26,16,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND A was 14.4 percent (334 scripts) in the past 1 year.",2025-12-23
HCP0155,Gloria Cole,"7027 Walton Ridges, Tanyachester, KY 73461, Lake Lorimouth, Arizona 12831",Urology,511,392,269,436,69,6,117,298,177,73,48,198,260,80,1536,430,115,473,187,140,191,58,296,199,15,1,31,25,35,19,36,10,6,1,1,15,5,37,20,24,6,3,4,8,13,14,21,14,3,23,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND A was -77.7 percent (58 scripts) in the past 1 year.",2025-02-22
HCP0156,Amanda Keller,"394 Flowers Fields Suite 366, Port Rebeccahaven, MI 45451, South Amber, New Jersey 39960",Pediatrics,437,91,64,264,128,45,103,76,72,1,3,76,76,157,1841,327,412,304,50,344,404,31,26,76,5,4,11,29,22,32,35,24,19,27,8,14,24,32,5,3,2,0,1,5,1,3,0,6,4,6,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND A was -59.2 percent (31 scripts) in the past 1 year.",2025-02-01
HCP0157,Belinda Riggs,"0535 Wilson Village Suite 551, Lake Jeffreyview, NC 05938, East Mary, New Jersey 24745",Endocrinology,498,368,90,45,94,359,122,173,73,66,34,105,122,134,1005,35,35,386,29,134,386,70,25,103,14,5,11,7,38,2,24,30,0,4,21,6,29,28,12,7,14,2,0,1,12,10,1,5,9,4,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND A was -42.6 percent (70 scripts) in the past 1 year.",2025-01-31
HCP0158,Holly Smith,"0725 Ashley Freeway Suite 349, East Michelleport, IA 95768, South Pedromouth, Washington 38248",Dermatology,155,63,63,97,40,18,10,118,58,20,40,94,104,38,467,112,36,127,55,115,22,51,9,101,14,9,11,1,4,7,9,2,1,6,12,0,8,0,6,8,8,1,3,0,2,1,6,0,8,7,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND A was -51.0 percent (51 scripts) in the past 1 year.",2025-11-25
HCP0159,John Ward MD,"516 Tony Road Apt. 026, Smithbury, KS 31571, North Shirleychester, West Virginia 19314",Psychiatry,237,151,109,218,3,16,69,230,230,0,0,44,195,30,1109,194,202,224,174,142,173,85,173,50,18,4,18,10,4,16,13,8,4,14,19,6,0,5,8,14,1,17,7,13,6,7,10,16,17,9,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND A was -56.4 percent (85 scripts) in the past 1 year.",2025-09-08
HCP0160,Misty Hill,"0146 Bryan Pass Apt. 031, Port Kelseyhaven, OH 37821, Robinsontown, Alaska 13166",Dermatology,367,136,93,25,10,332,138,262,103,88,71,75,102,18,1265,202,46,264,128,269,356,7,64,138,13,1,6,15,10,6,0,10,1,6,27,16,9,22,8,10,20,14,2,21,7,13,3,14,10,21,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND A was -93.1 percent (7 scripts) in the past 1 year.",2025-12-31
HCP0161,Troy Carlson,"293 Stanton Cove Suite 082, Matthewton, HI 32785, Woodton, California 72922",Psychiatry,353,274,264,62,244,47,118,162,146,7,9,80,135,39,587,68,63,55,206,121,74,130,46,41,17,16,0,27,27,29,18,6,19,18,10,27,8,15,2,12,0,8,1,5,12,7,9,2,4,0,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND A was -3.7 percent (130 scripts) in the past 1 year.",2025-02-27
HCP0162,Christopher Jones,"USS Garcia, FPO AA 36221, Vaughnborough, New Mexico 22382",Pediatrics,227,224,104,93,130,4,69,85,13,27,45,82,85,79,827,140,100,52,203,128,204,5,64,48,18,7,6,10,15,8,3,6,1,0,7,16,8,18,6,5,3,1,3,2,0,3,5,6,5,0,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND A was -94.1 percent (5 scripts) in the past 1 year.",2025-05-01
HCP0163,Howard Rios,"519 Katherine Harbors Suite 556, Kelseytown, LA 27830, Port David, New Jersey 15759",Urology,434,408,178,416,10,8,167,414,297,78,39,68,372,193,1273,45,360,389,215,45,219,320,33,175,7,5,24,17,26,32,7,33,26,34,25,32,0,5,13,6,22,14,34,28,9,8,14,8,28,0,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND A was -14.0 percent (320 scripts) in the past 1 year.",2025-01-28
HCP0164,William Marshall,"83324 Steven Plains, Edwardside, IA 43136, Loriport, Utah 35397",Psychiatry,319,168,138,250,52,17,107,143,28,78,37,23,123,72,1106,2,224,294,47,233,306,127,108,74,16,15,26,1,16,6,13,10,26,15,13,21,23,18,0,9,0,9,3,9,7,7,6,6,4,0,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND A was 3.3 percent (127 scripts) in the past 1 year.",2025-10-21
HCP0165,Jennifer Brown,"56061 Lee Fall Apt. 760, Batesstad, SC 26378, Lake Dianaburgh, Illinois 53152",Dermatology,127,83,65,39,73,15,45,83,55,9,19,36,40,57,415,35,84,113,94,72,17,27,2,57,8,1,10,3,10,0,3,6,3,6,4,2,6,9,3,5,1,1,6,2,4,4,3,0,4,4,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND A was -32.5 percent (27 scripts) in the past 1 year.",2025-02-10
HCP0166,Amy Franklin,"20442 Susan Shores, North Brittanyland, MT 87340, North James, Virginia 18182",Cardiology,579,57,30,277,96,206,268,217,108,45,64,206,206,265,1871,76,271,386,275,451,412,66,186,103,14,8,5,34,24,40,18,38,24,24,40,16,46,47,14,2,5,6,2,1,12,9,7,1,7,10,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND A was -68.0 percent (66 scripts) in the past 1 year.",2025-09-19
HCP0167,Elizabeth Friedman,"6048 Henry Creek, Randallmouth, SD 55014, Lake Julietown, Maine 92042",Endocrinology,749,387,162,283,335,131,49,96,74,22,0,74,94,263,2134,243,376,737,125,244,409,26,33,28,13,10,48,43,44,24,47,39,37,41,62,49,7,52,8,7,7,4,4,8,7,0,6,0,8,0,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND A was -72.3 percent (26 scripts) in the past 1 year.",2025-01-18
HCP0168,Becky Wilson,"5026 Sanders Pass, Lake Jessicatown, CO 67068, Lake Rachel, Mississippi 89808",Neurology,478,283,259,227,101,150,86,382,310,22,50,295,378,103,1342,306,274,47,202,419,94,0,374,364,11,4,5,39,32,7,13,20,33,33,7,28,7,11,30,13,8,23,0,26,16,15,16,30,23,21,HCP has confirmed patient with Disease A.,2025-07-20
HCP0169,Gabrielle Odom,"3798 King Falls Suite 950, Thomasburgh, DE 88176, Port Miranda, Delaware 42140",Endocrinology,776,457,401,6,624,146,368,375,351,17,7,150,353,39,1831,100,154,575,85,341,576,159,200,56,10,10,57,15,43,17,60,21,35,7,23,51,2,24,23,22,17,24,18,10,18,0,13,18,19,30,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND A was -55.0 percent (159 scripts) in the past 1 year.",2025-08-26
HCP0170,Tyler Larsen,"1878 Erica Village Apt. 878, West Maria, FM 15031, Raymondton, Vermont 01444",Gastroenterology,746,698,307,672,8,66,135,611,271,287,53,269,535,140,1162,8,74,321,187,466,106,234,443,429,5,2,36,34,30,55,56,36,6,49,61,48,33,27,20,42,20,5,26,18,45,19,23,49,7,38,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND A was -56.3 percent (234 scripts) in the past 1 year.",2025-03-12
HCP0171,Alexandra Forbes,"7962 Rodriguez Fords, Jamesfort, OR 88965, Angelafurt, Pennsylvania 97994",Cardiology,517,184,112,397,16,104,22,452,304,95,53,25,291,132,831,204,13,49,315,58,192,186,269,303,8,6,43,13,32,8,19,38,25,0,24,29,11,6,30,15,25,17,32,25,32,33,17,19,12,28,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was -36.1 percent (186 scripts) in the past 1 year.",2025-08-18
HCP0172,Samuel Hess,"222 Green Ford Suite 905, Jacksonland, DC 87385, South Aaron, Minnesota 04312",Radiology,288,247,141,1,186,101,127,276,41,94,141,190,212,84,907,14,216,205,265,25,182,157,88,155,13,4,5,22,0,13,20,14,18,23,1,17,18,8,3,18,1,3,20,13,19,16,7,7,16,23,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was -25.9 percent (157 scripts) in the past 1 year.",2025-03-07
HCP0173,Darryl Galvan,"16524 Cynthia Corners, Arianaton, WV 62492, East Samantha, Rhode Island 66740",Pediatrics,347,252,178,38,18,291,100,230,7,171,52,134,198,173,849,226,171,117,219,71,45,203,118,49,17,16,17,23,23,26,5,27,28,18,21,5,15,13,18,9,3,16,11,9,19,11,13,8,2,6,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was 2.5 percent (203 scripts) in the past 1 year.",2025-02-15
HCP0174,Richard Sloan,"82988 Laurie Park Apt. 058, Pamelafurt, NM 66407, Port Phillip, Vermont 20150",Gastroenterology,726,297,155,88,226,412,210,687,677,4,6,580,606,305,2617,717,285,468,540,539,68,295,390,632,8,6,59,19,3,34,36,20,40,43,23,33,58,9,37,40,30,25,3,23,11,54,31,16,48,25,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was -51.3 percent (295 scripts) in the past 1 year.",2025-12-23
HCP0175,Sara Rodriguez,"01356 Jasmine Trail Apt. 742, Lake Cynthiaborough, WI 70104, Port Brianshire, Wisconsin 12071",Endocrinology,775,709,610,333,201,241,344,167,2,128,37,135,141,225,2067,544,256,215,635,27,390,166,83,146,19,13,26,44,39,54,60,27,0,28,48,64,27,56,8,9,13,1,5,12,3,7,5,11,11,9,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was 17.7 percent (166 scripts) in the past 1 year.",2025-11-05
HCP0176,Patrick Flores,"1387 Latoya Curve, Wagnerland, VA 81673, Lake Marieborough, Texas 77243",Gastroenterology,880,238,185,450,180,250,258,230,202,27,1,148,202,340,3380,796,451,614,682,535,302,167,8,79,18,12,16,17,63,5,35,53,52,61,43,14,0,24,0,7,2,13,12,9,3,6,0,5,4,12,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was -17.3 percent (167 scripts) in the past 1 year.",2025-12-09
HCP0177,Scott Bishop,"6114 Lisa Mission, East Williamview, SC 56080, Riveraburgh, Rhode Island 17489",Dermatology,464,96,50,143,264,57,62,453,53,273,127,113,327,41,1087,409,147,73,204,129,125,159,245,379,10,7,9,4,0,24,31,18,6,4,32,26,27,18,2,3,24,20,25,17,16,30,22,29,32,4,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was -51.4 percent (159 scripts) in the past 1 year.",2025-06-05
HCP0178,Jeffrey Mcintosh,"72624 Michael Summit Suite 601, Port Chad, ND 69338, Ryanmouth, Missouri 59734",Oncology,734,521,445,541,25,168,171,102,99,0,3,31,44,275,1954,162,210,428,509,230,415,9,11,30,20,3,21,10,46,21,55,16,17,56,57,46,49,48,3,2,0,7,4,6,8,8,4,8,6,7,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was -79.5 percent (9 scripts) in the past 1 year.",2025-03-02
HCP0179,Timothy Graves,"894 Timothy Mount, New Walter, OK 80917, New Dennisview, Minnesota 16657",Psychiatry,337,52,44,191,62,84,131,264,55,94,115,119,208,128,909,85,218,312,117,125,52,182,61,161,8,6,19,3,2,20,28,2,11,13,27,25,7,15,12,1,19,12,1,7,20,15,22,3,2,19,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was -12.5 percent (182 scripts) in the past 1 year.",2025-01-06
HCP0180,Sarah Thompson,"453 Vincent Drives, New Tammyfort, OK 37491, West Alexandra, Florida 07071",Dermatology,658,466,395,657,0,1,285,323,51,143,129,172,267,205,1460,335,41,643,311,106,24,130,225,320,10,2,4,14,11,31,40,32,9,25,3,0,33,9,12,8,9,7,23,13,13,8,1,7,5,15,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was -51.3 percent (130 scripts) in the past 1 year.",2025-11-27
HCP0181,Samantha Ward,"260 Sylvia Fort Apt. 564, Terryport, NM 69165, South Brenda, Montana 43818",Urology,206,57,37,123,18,65,18,86,16,69,1,61,62,30,363,149,5,73,45,3,88,79,82,2,15,13,7,11,5,11,7,4,4,11,8,15,11,10,0,4,6,4,7,4,3,7,6,6,7,6,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was 27.4 percent (79 scripts) in the past 1 year.",2025-10-16
HCP0182,Jessica Erickson,"451 Joshua Creek, Reyesborough, SC 56852, Port Samanthachester, Maryland 00606",Endocrinology,203,169,149,117,9,77,28,141,91,17,33,123,133,71,763,71,195,42,172,91,192,122,74,54,6,5,3,15,11,6,0,6,12,9,0,2,10,5,6,3,10,7,1,3,6,6,0,8,5,8,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was -8.3 percent (122 scripts) in the past 1 year.",2025-05-06
HCP0183,April Perkins,"970 Garcia Mews, East Sandrahaven, FL 75966, Davidside, Utah 29735",Dermatology,691,87,85,212,133,346,230,517,85,253,179,237,283,193,1696,192,147,3,623,588,143,379,413,170,10,6,41,8,47,30,3,23,47,46,28,44,26,42,6,5,20,11,18,40,40,41,3,41,19,40,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was 33.9 percent (379 scripts) in the past 1 year.",2025-07-05
HCP0184,Matthew Warner,"502 Heather Ridge, Clarkville, GA 75909, Teresaberg, Indiana 83259",Cardiology,297,234,160,282,7,8,100,198,67,85,46,13,168,81,1162,89,272,232,202,111,256,107,51,98,5,4,12,0,15,17,1,8,19,19,8,2,17,17,6,3,12,5,6,3,7,12,8,14,11,12,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was -36.3 percent (107 scripts) in the past 1 year.",2025-07-17
HCP0185,Renee James,"20217 Li River Apt. 100, Wardfort, IL 83857, New Matthew, Wyoming 82927",Neurology,769,396,361,348,271,150,381,625,407,163,55,522,531,300,3604,651,663,715,301,708,566,297,167,530,11,11,59,12,10,12,0,56,48,20,60,28,27,63,41,7,2,51,52,48,30,42,26,17,40,17,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was -44.1 percent (297 scripts) in the past 1 year.",2025-11-22
HCP0186,James Brooks,"4623 Deleon Squares, New Hollymouth, PW 59170, West Steven, Arkansas 90307",Pediatrics,901,440,51,386,455,60,140,76,25,18,33,58,76,5,1387,4,60,209,666,238,210,66,48,53,18,16,20,6,16,23,2,1,3,2,21,62,73,18,3,0,3,2,1,3,2,2,3,4,6,5,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND C was -13.2 percent (66 scripts) in the past 1 year.",2025-02-23
HCP0187,Cheryl Norman,"8497 Andrea Prairie, Bethfurt, FM 57901, New Lawrencemouth, Alabama 48262",Radiology,722,291,176,16,519,187,75,326,280,34,12,128,293,304,1329,37,181,44,576,485,6,103,167,187,13,2,38,19,11,35,5,20,25,45,40,20,37,52,10,27,11,26,26,20,6,6,4,18,12,6,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was -64.8 percent (103 scripts) in the past 1 year.",2025-12-31
HCP0188,James Perkins,"Unit 6292 Box 0686, DPO AA 85798, Port Charleshaven, Minnesota 30275",Dermatology,361,55,43,284,50,27,164,195,163,23,9,86,165,157,1281,112,330,97,279,203,260,114,134,160,5,2,16,22,14,30,5,25,11,18,20,16,25,5,7,3,0,7,5,1,10,2,13,11,6,15,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was -30.9 percent (114 scripts) in the past 1 year.",2025-06-04
HCP0189,Shane Ward,"65842 Ware View Apt. 554, Port Natashashire, IN 58375, Saraside, West Virginia 74092",Neurology,924,479,234,382,479,63,144,363,249,30,84,19,150,125,2432,413,66,92,575,782,504,153,183,332,8,7,36,34,35,35,47,72,26,53,59,41,56,25,12,25,18,13,24,11,7,9,1,29,28,1,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND C was 2.0 percent (153 scripts) in the past 1 year.",2025-06-23
HCP0190,Jason Myers,"223 Beverly Corner Suite 240, Wongview, SC 16215, Port Elizabethshire, Alaska 18158",Radiology,140,105,46,109,15,16,15,125,11,20,94,43,85,15,544,74,50,140,109,89,82,79,67,34,13,10,5,2,5,8,3,7,2,1,10,8,6,6,2,7,9,10,10,5,7,1,4,6,5,0,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND C was -7.1 percent (79 scripts) in the past 1 year.",2025-05-09
HCP0191,Jacqueline Rowe,"402 Howell Stream, New Michaelmouth, IA 20372, New Cynthia, North Dakota 46973",Pediatrics,973,702,130,215,141,617,147,616,246,348,22,216,567,456,3160,878,781,376,371,200,554,79,105,292,10,6,71,0,50,54,21,3,55,14,0,16,20,34,9,17,37,35,1,3,5,42,41,30,19,3,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND C was -86.1 percent (79 scripts) in the past 1 year.",2025-01-12
